['street_pedestrian-lyon-1162-44921.mp4', 'outdoor']
['park-london-243-7237.mp4', 'outdoor']
['airport-lisbon-1175-45707.mp4', 'indoor']
['park-lisbon-1198-45168.mp4', 'outdoor']
['metro-lyon-1201-44158.mp4', 'vehicle']
['park-prague-1185-44783.mp4', 'outdoor']
['metro-milan-1218-45366.mp4', 'vehicle']
['street_traffic-lyon-1220-45699.mp4', 'outdoor']
['airport-lisbon-1175-44691.mp4', 'indoor']
['street_pedestrian-prague-1227-45403.mp4', 'outdoor']
['metro_station-lisbon-1221-44589.mp4', 'indoor']
['street_pedestrian-milan-1205-45509.mp4', 'outdoor']
['airport-prague-1195-44426.mp4', 'indoor']
['public_square-lyon-1178-44474.mp4', 'outdoor']
['bus-lisbon-1223-44429.mp4', 'vehicle']
['park-lisbon-1198-44290.mp4', 'outdoor']
['bus-milan-1180-44818.mp4', 'vehicle']
['park-milan-1164-45118.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44876.mp4', 'indoor']
['street_traffic-lyon-1220-44974.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44379.mp4', 'indoor']
['park-lisbon-1198-44966.mp4', 'outdoor']
['bus-lyon-1186-44629.mp4', 'vehicle']
['park-lisbon-1198-44228.mp4', 'outdoor']
['airport-milan-1172-45119.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44260.mp4', 'outdoor']
['metro_station-lyon-1167-44154.mp4', 'indoor']
['park-london-243-7252.mp4', 'outdoor']
['shopping_mall-milan-1183-45339.mp4', 'indoor']
['park-barcelona-241-7176.mp4', 'outdoor']
['metro_station-lyon-1167-44872.mp4', 'indoor']
['street_traffic-prague-1193-45714.mp4', 'outdoor']
['metro-lyon-1206-45016.mp4', 'vehicle']
['street_traffic-milan-1166-44341.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44358.mp4', 'indoor']
['park-milan-1164-45041.mp4', 'outdoor']
['metro_station-lisbon-1221-44560.mp4', 'indoor']
['park-barcelona-241-7178.mp4', 'outdoor']
['airport-prague-1195-45063.mp4', 'indoor']
['park-helsinki-242-7204.mp4', 'outdoor']
['airport-prague-1173-44997.mp4', 'indoor']
['park-prague-1185-44905.mp4', 'outdoor']
['tram-lyon-1216-45387.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44650.mp4', 'outdoor']
['bus-milan-1190-44598.mp4', 'vehicle']
['street_pedestrian-milan-1205-44346.mp4', 'outdoor']
['shopping_mall-lyon-1196-45470.mp4', 'indoor']
['street_pedestrian-milan-1205-44443.mp4', 'outdoor']
['bus-lyon-1177-44159.mp4', 'vehicle']
['street_traffic-milan-1202-44996.mp4', 'outdoor']
['metro-lisbon-1224-45411.mp4', 'vehicle']
['street_traffic-lyon-1220-44830.mp4', 'outdoor']
['airport-milan-1172-44768.mp4', 'indoor']
['park-london-243-7228.mp4', 'outdoor']
['bus-milan-1180-45283.mp4', 'vehicle']
['street_traffic-lisbon-1171-44869.mp4', 'outdoor']
['airport-prague-1173-45679.mp4', 'indoor']
['park-prague-1185-45724.mp4', 'outdoor']
['metro-lisbon-1217-45455.mp4', 'vehicle']
['street_traffic-prague-1193-45404.mp4', 'outdoor']
['metro-lyon-1201-44437.mp4', 'vehicle']
['public_square-prague-1214-45394.mp4', 'outdoor']
['metro-lyon-1206-44343.mp4', 'vehicle']
['public_square-lyon-1178-45424.mp4', 'outdoor']
['airport-lyon-1169-44348.mp4', 'indoor']
['public_square-prague-1214-44552.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44811.mp4', 'indoor']
['park-lyon-1188-45492.mp4', 'outdoor']
['metro_station-prague-1170-44837.mp4', 'indoor']
['public_square-prague-1192-45361.mp4', 'outdoor']
['metro-lyon-1201-45581.mp4', 'vehicle']
['public_square-prague-1192-45134.mp4', 'outdoor']
['shopping_mall-prague-1219-45542.mp4', 'indoor']
['street_pedestrian-lyon-1162-44130.mp4', 'outdoor']
['shopping_mall-milan-1183-44733.mp4', 'indoor']
['park-prague-1185-44234.mp4', 'outdoor']
['bus-milan-1180-45221.mp4', 'vehicle']
['park-helsinki-242-7187.mp4', 'outdoor']
['metro_station-milan-1187-45226.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45084.mp4', 'outdoor']
['metro_station-lisbon-1221-44789.mp4', 'indoor']
['public_square-milan-1168-44458.mp4', 'outdoor']
['airport-milan-1172-44624.mp4', 'indoor']
['street_traffic-lyon-1220-45329.mp4', 'outdoor']
['metro_station-milan-1187-44755.mp4', 'indoor']
['park-milan-1164-44449.mp4', 'outdoor']
['airport-london-205-6184.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45142.mp4', 'outdoor']
['bus-milan-1190-44273.mp4', 'vehicle']
['public_square-lyon-1178-44614.mp4', 'outdoor']
['metro-prague-1204-45354.mp4', 'vehicle']
['public_square-milan-1168-44534.mp4', 'outdoor']
['shopping_mall-prague-1219-45184.mp4', 'indoor']
['park-london-243-7250.mp4', 'outdoor']
['airport-lyon-1169-45588.mp4', 'indoor']
['street_traffic-lisbon-1171-44548.mp4', 'outdoor']
['airport-milan-1172-44376.mp4', 'indoor']
['street_pedestrian-lyon-1162-44879.mp4', 'outdoor']
['shopping_mall-milan-1183-44718.mp4', 'indoor']
['street_traffic-lisbon-1171-44258.mp4', 'outdoor']
['metro-prague-1213-44320.mp4', 'vehicle']
['street_pedestrian-milan-1205-44698.mp4', 'outdoor']
['bus-lyon-1177-44874.mp4', 'vehicle']
['park-lyon-1188-44317.mp4', 'outdoor']
['airport-lisbon-1175-44700.mp4', 'indoor']
['park-barcelona-241-7177.mp4', 'outdoor']
['metro_station-lyon-1179-44994.mp4', 'indoor']
['park-milan-1164-44251.mp4', 'outdoor']
['bus-prague-1207-44973.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45438.mp4', 'outdoor']
['bus-prague-1194-44288.mp4', 'vehicle']
['public_square-lyon-1208-45737.mp4', 'outdoor']
['metro_station-lisbon-1221-44386.mp4', 'indoor']
['street_traffic-lisbon-1171-45058.mp4', 'outdoor']
['tram-lisbon-1191-44967.mp4', 'vehicle']
['park-london-243-7230.mp4', 'outdoor']
['tram-lisbon-1191-45574.mp4', 'vehicle']
['street_pedestrian-milan-1165-44195.mp4', 'outdoor']
['shopping_mall-prague-1219-45328.mp4', 'indoor']
['public_square-prague-1192-44919.mp4', 'outdoor']
['metro-lisbon-1224-44603.mp4', 'vehicle']
['public_square-prague-1214-44327.mp4', 'outdoor']
['airport-milan-1172-44687.mp4', 'indoor']
['street_traffic-milan-1166-45012.mp4', 'outdoor']
['bus-lisbon-1226-45544.mp4', 'vehicle']
['street_traffic-lisbon-1171-45182.mp4', 'outdoor']
['metro-prague-1163-44148.mp4', 'vehicle']
['street_traffic-milan-1166-45422.mp4', 'outdoor']
['bus-milan-1190-44209.mp4', 'vehicle']
['street_pedestrian-milan-1205-45276.mp4', 'outdoor']
['airport-lisbon-1175-44703.mp4', 'indoor']
['park-paris-244-7272.mp4', 'outdoor']
['shopping_mall-lyon-1196-45609.mp4', 'indoor']
['park-paris-244-7281.mp4', 'outdoor']
['tram-lyon-1216-45401.mp4', 'vehicle']
['street_traffic-prague-1193-45445.mp4', 'outdoor']
['tram-lisbon-1200-44960.mp4', 'vehicle']
['park-london-243-7258.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44616.mp4', 'indoor']
['public_square-lyon-1178-44368.mp4', 'outdoor']
['bus-lyon-1177-45193.mp4', 'vehicle']
['street_traffic-lisbon-1171-44575.mp4', 'outdoor']
['metro_station-lyon-1179-44877.mp4', 'indoor']
['street_traffic-milan-1202-44428.mp4', 'outdoor']
['airport-lisbon-1175-45692.mp4', 'indoor']
['street_traffic-lisbon-1171-44836.mp4', 'outdoor']
['airport-prague-1195-44218.mp4', 'indoor']
['street_pedestrian-milan-1165-44450.mp4', 'outdoor']
['metro-lisbon-1199-45240.mp4', 'vehicle']
['park-lyon-1188-44388.mp4', 'outdoor']
['metro_station-milan-1187-45311.mp4', 'indoor']
['park-helsinki-242-7186.mp4', 'outdoor']
['metro-lisbon-1217-45102.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45258.mp4', 'outdoor']
['metro-milan-1197-44844.mp4', 'vehicle']
['park-milan-1164-45425.mp4', 'outdoor']
['bus-lyon-1177-44565.mp4', 'vehicle']
['park-lyon-1188-44277.mp4', 'outdoor']
['metro_station-milan-1187-44517.mp4', 'indoor']
['street_pedestrian-prague-1203-45239.mp4', 'outdoor']
['airport-lyon-1169-44127.mp4', 'indoor']
['park-lyon-1188-44999.mp4', 'outdoor']
['shopping_mall-lyon-1196-45170.mp4', 'indoor']
['street_traffic-milan-1166-45673.mp4', 'outdoor']
['metro_station-lyon-1179-44683.mp4', 'indoor']
['park-lisbon-1198-44924.mp4', 'outdoor']
['bus-milan-1190-44583.mp4', 'vehicle']
['park-milan-1164-44773.mp4', 'outdoor']
['tram-milan-1209-45314.mp4', 'vehicle']
['public_square-lisbon-1211-44868.mp4', 'outdoor']
['metro-milan-1218-45270.mp4', 'vehicle']
['park-lisbon-1198-45557.mp4', 'outdoor']
['metro-milan-1218-44438.mp4', 'vehicle']
['park-helsinki-242-7214.mp4', 'outdoor']
['airport-milan-1172-44126.mp4', 'indoor']
['park-lyon-1188-44464.mp4', 'outdoor']
['bus-lyon-1186-44716.mp4', 'vehicle']
['public_square-prague-1214-45077.mp4', 'outdoor']
['shopping_mall-lyon-1196-44842.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45734.mp4', 'outdoor']
['tram-lyon-1216-44477.mp4', 'vehicle']
['park-milan-1164-44131.mp4', 'outdoor']
['shopping_mall-milan-1183-45160.mp4', 'indoor']
['street_pedestrian-milan-1205-45228.mp4', 'outdoor']
['airport-prague-1195-44142.mp4', 'indoor']
['street_traffic-lisbon-1171-44663.mp4', 'outdoor']
['shopping_mall-prague-1219-45378.mp4', 'indoor']
['park-helsinki-242-7201.mp4', 'outdoor']
['metro_station-prague-1170-45125.mp4', 'indoor']
['street_pedestrian-milan-1205-44656.mp4', 'outdoor']
['tram-lyon-1225-45181.mp4', 'vehicle']
['public_square-prague-1214-45277.mp4', 'outdoor']
['metro-lyon-1181-44494.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44453.mp4', 'outdoor']
['metro_station-lyon-1179-44778.mp4', 'indoor']
['street_traffic-milan-1202-45171.mp4', 'outdoor']
['metro_station-lyon-1179-45235.mp4', 'indoor']
['park-lyon-1188-45633.mp4', 'outdoor']
['bus-prague-1194-45352.mp4', 'vehicle']
['public_square-milan-1168-44922.mp4', 'outdoor']
['metro-milan-1197-45231.mp4', 'vehicle']
['public_square-lisbon-1211-45602.mp4', 'outdoor']
['metro_station-lyon-1167-45447.mp4', 'indoor']
['park-lisbon-1198-44245.mp4', 'outdoor']
['metro_station-lisbon-1221-44420.mp4', 'indoor']
['park-london-243-7253.mp4', 'outdoor']
['tram-milan-1222-44914.mp4', 'vehicle']
['park-lisbon-1198-44644.mp4', 'outdoor']
['bus-lisbon-1212-45534.mp4', 'vehicle']
['street_traffic-milan-1202-44972.mp4', 'outdoor']
['bus-prague-1207-44322.mp4', 'vehicle']
['park-helsinki-242-7209.mp4', 'outdoor']
['bus-lisbon-1212-44531.mp4', 'vehicle']
['park-paris-244-7265.mp4', 'outdoor']
['airport-london-205-6204.mp4', 'indoor']
['public_square-prague-1214-44651.mp4', 'outdoor']
['shopping_mall-prague-1219-45503.mp4', 'indoor']
['park-milan-1164-45538.mp4', 'outdoor']
['shopping_mall-prague-1219-45431.mp4', 'indoor']
['park-barcelona-241-7161.mp4', 'outdoor']
['bus-prague-1194-44618.mp4', 'vehicle']
['park-prague-1185-44457.mp4', 'outdoor']
['metro-lisbon-1217-44642.mp4', 'vehicle']
['public_square-lisbon-1211-45029.mp4', 'outdoor']
['metro-milan-1197-44514.mp4', 'vehicle']
['tram-prague-1184-45247.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-45683.mp4', 'outdoor']
['metro-lyon-1206-44172.mp4', 'vehicle']
['park-lyon-1188-44885.mp4', 'outdoor']
['bus-milan-1180-44182.mp4', 'vehicle']
['public_square-milan-1168-44913.mp4', 'outdoor']
['bus-milan-1180-45242.mp4', 'vehicle']
['metro_station-lyon-1179-45709.mp4', 'indoor']
['metro-lyon-1201-45166.mp4', 'vehicle']
['shopping_mall-milan-1183-44760.mp4', 'indoor']
['metro-lisbon-1224-45051.mp4', 'vehicle']
['park-lyon-1188-44138.mp4', 'outdoor']
['tram-lyon-1216-45563.mp4', 'vehicle']
['airport-lyon-1169-45498.mp4', 'indoor']
['tram-prague-1184-44866.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45480.mp4', 'outdoor']
