['street_traffic-prague-1193-44261.mp4', 'street_traffic']
['metro_station-lisbon-1221-45111.mp4', 'metro_station']
['public_square-milan-1168-44913.mp4', 'public_square']
['metro_station-prague-1170-44837.mp4', 'metro_station']
['street_pedestrian-lisbon-1174-45273.mp4', 'street_pedestrian']
['metro_station-barcelona-229-6898.mp4', 'metro_station']
['tram-lisbon-1191-44372.mp4', 'tram']
['shopping_mall-milan-1183-44759.mp4', 'shopping_mall']
['public_square-lisbon-1211-45106.mp4', 'public_square']
['airport-prague-1195-44333.mp4', 'airport']
['shopping_mall-milan-1183-45466.mp4', 'shopping_mall']
['metro-prague-1213-44692.mp4', 'metro']
['street_pedestrian-lisbon-1174-44757.mp4', 'street_pedestrian']
['tram-lisbon-1191-44198.mp4', 'tram']
['metro_station-milan-1187-45224.mp4', 'metro_station']
['street_traffic-lisbon-1171-44102.mp4', 'street_traffic']
['tram-lyon-1225-45006.mp4', 'tram']
['metro_station-lisbon-1221-44674.mp4', 'metro_station']
['public_square-prague-1192-45334.mp4', 'public_square']
['metro_station-milan-1187-44970.mp4', 'metro_station']
['street_pedestrian-milan-1205-45228.mp4', 'street_pedestrian']
['shopping_mall-lisbon-1176-45066.mp4', 'shopping_mall']
['street_pedestrian-barcelona-260-7891.mp4', 'street_pedestrian']
['park-milan-1164-44773.mp4', 'park']
['tram-lisbon-1191-44817.mp4', 'tram']
['street_traffic-lyon-1220-44945.mp4', 'street_traffic']
['airport-prague-1173-44843.mp4', 'airport']
['street_pedestrian-prague-1227-45094.mp4', 'street_pedestrian']
['shopping_mall-lyon-1196-45550.mp4', 'shopping_mall']
['street_pedestrian-milan-1165-45678.mp4', 'street_pedestrian']
['park-lisbon-1198-44636.mp4', 'park']
['street_traffic-lisbon-1171-45306.mp4', 'street_traffic']
['airport-lyon-1169-45498.mp4', 'airport']
['tram-lyon-1216-44986.mp4', 'tram']
['public_square-lyon-1208-45662.mp4', 'public_square']
['shopping_mall-prague-1219-44761.mp4', 'shopping_mall']
['public_square-barcelona-248-7406.mp4', 'public_square']
['metro_station-prague-1170-44825.mp4', 'metro_station']
['public_square-lyon-1208-45446.mp4', 'public_square']
['bus-lisbon-1223-44483.mp4', 'bus']
['metro-lisbon-1199-44751.mp4', 'metro']
['park-milan-1164-44238.mp4', 'park']
['public_square-lisbon-1211-45602.mp4', 'public_square']
['street_pedestrian-lyon-1162-44399.mp4', 'street_pedestrian']
['metro-prague-1163-44734.mp4', 'metro']
['shopping_mall-lyon-1196-44412.mp4', 'shopping_mall']
['park-lisbon-1198-45081.mp4', 'park']
['bus-prague-1207-44973.mp4', 'bus']
['bus-prague-1194-45630.mp4', 'bus']
['park-barcelona-241-7155.mp4', 'park']
['public_square-lyon-1178-45040.mp4', 'public_square']
['metro_station-lyon-1179-45147.mp4', 'metro_station']
['metro_station-prague-1170-44852.mp4', 'metro_station']
['public_square-lyon-1208-45188.mp4', 'public_square']
['metro_station-lyon-1167-45686.mp4', 'metro_station']
['street_traffic-prague-1193-44410.mp4', 'street_traffic']
['street_pedestrian-prague-1203-45572.mp4', 'street_pedestrian']
['public_square-prague-1214-45394.mp4', 'public_square']
['street_traffic-lisbon-1171-45702.mp4', 'street_traffic']
['shopping_mall-milan-1183-44213.mp4', 'shopping_mall']
['metro-milan-1197-44478.mp4', 'metro']
['street_pedestrian-milan-1165-44195.mp4', 'street_pedestrian']
['public_square-lyon-1208-44763.mp4', 'public_square']
['bus-lisbon-1226-45544.mp4', 'bus']
['metro_station-lyon-1179-45234.mp4', 'metro_station']
['park-helsinki-242-7190.mp4', 'park']
['airport-lyon-1169-45396.mp4', 'airport']
['metro-milan-1197-44145.mp4', 'metro']
['park-lisbon-1198-44966.mp4', 'park']
['public_square-lisbon-1211-44311.mp4', 'public_square']
['metro-lisbon-1224-44455.mp4', 'metro']
['bus-milan-1190-44795.mp4', 'bus']
['park-barcelona-241-7176.mp4', 'park']
['tram-lyon-1216-44585.mp4', 'tram']
['street_pedestrian-lisbon-1174-44481.mp4', 'street_pedestrian']
['bus-prague-1207-45338.mp4', 'bus']
['shopping_mall-milan-1183-45152.mp4', 'shopping_mall']
['street_traffic-milan-1202-44428.mp4', 'street_traffic']
['bus-milan-1180-45318.mp4', 'bus']
['metro-lisbon-1199-45154.mp4', 'metro']
['park-lyon-1188-44161.mp4', 'park']
['public_square-prague-1214-45484.mp4', 'public_square']
['airport-lisbon-1175-44813.mp4', 'airport']
['street_pedestrian-lyon-1162-44621.mp4', 'street_pedestrian']
['airport-lisbon-1175-45340.mp4', 'airport']
['tram-prague-1189-44965.mp4', 'tram']
['park-helsinki-242-7192.mp4', 'park']
['street_pedestrian-lyon-1162-44786.mp4', 'street_pedestrian']
['public_square-milan-1168-44797.mp4', 'public_square']
['metro_station-lyon-1179-44361.mp4', 'metro_station']
['park-milan-1164-44312.mp4', 'park']
['shopping_mall-milan-1183-45631.mp4', 'shopping_mall']
['street_traffic-lisbon-1171-44548.mp4', 'street_traffic']
['metro_station-lyon-1179-44111.mp4', 'metro_station']
['airport-prague-1173-44800.mp4', 'airport']
['park-barcelona-241-7160.mp4', 'park']
['shopping_mall-milan-1183-44440.mp4', 'shopping_mall']
['bus-lisbon-1212-44366.mp4', 'bus']
['shopping_mall-barcelona-254-7613.mp4', 'shopping_mall']
['airport-prague-1173-45201.mp4', 'airport']
['street_traffic-milan-1166-44225.mp4', 'street_traffic']
['metro-prague-1213-44320.mp4', 'metro']
['public_square-lisbon-1211-45297.mp4', 'public_square']
['metro_station-lyon-1167-45500.mp4', 'metro_station']
['street_pedestrian-milan-1205-45594.mp4', 'street_pedestrian']
['street_traffic-lisbon-1171-44246.mp4', 'street_traffic']
['metro-lyon-1181-44116.mp4', 'metro']
['street_pedestrian-lyon-1162-44378.mp4', 'street_pedestrian']
['bus-prague-1194-44288.mp4', 'bus']
['street_traffic-barcelona-268-8147.mp4', 'street_traffic']
['metro-milan-1197-44680.mp4', 'metro']
['metro_station-lisbon-1221-45426.mp4', 'metro_station']
['metro_station-milan-1187-45648.mp4', 'metro_station']
['street_pedestrian-prague-1227-45527.mp4', 'street_pedestrian']
['metro_station-lyon-1167-45555.mp4', 'metro_station']
['bus-lyon-1186-44509.mp4', 'bus']
['shopping_mall-prague-1219-44728.mp4', 'shopping_mall']
['street_pedestrian-barcelona-260-7887.mp4', 'street_pedestrian']
['metro_station-lyon-1167-44872.mp4', 'metro_station']
['park-milan-1164-44251.mp4', 'park']
['metro-prague-1163-44094.mp4', 'metro']
['park-prague-1185-44749.mp4', 'park']
['shopping_mall-barcelona-254-7633.mp4', 'shopping_mall']
['public_square-barcelona-248-7401.mp4', 'public_square']
['park-milan-1164-44270.mp4', 'park']
['metro-lisbon-1224-45162.mp4', 'metro']
['bus-lisbon-1212-44498.mp4', 'bus']
['public_square-lyon-1208-44281.mp4', 'public_square']
['airport-milan-1172-44925.mp4', 'airport']
['metro_station-lisbon-1221-45250.mp4', 'metro_station']
['park-milan-1164-44883.mp4', 'park']
['tram-prague-1184-45247.mp4', 'tram']
['street_traffic-milan-1166-45449.mp4', 'street_traffic']
['shopping_mall-lisbon-1176-45569.mp4', 'shopping_mall']
['street_traffic-lyon-1220-44730.mp4', 'street_traffic']
['bus-prague-1215-44855.mp4', 'bus']
['public_square-milan-1168-44912.mp4', 'public_square']
['street_traffic-lyon-1220-45335.mp4', 'street_traffic']
['metro_station-lyon-1179-44375.mp4', 'metro_station']
['shopping_mall-lisbon-1176-44259.mp4', 'shopping_mall']
['park-milan-1164-44631.mp4', 'park']
['public_square-barcelona-248-7400.mp4', 'public_square']
['park-lyon-1188-44317.mp4', 'park']
['public_square-lyon-1178-44902.mp4', 'public_square']
['tram-lisbon-1191-44237.mp4', 'tram']
['metro_station-milan-1187-44274.mp4', 'metro_station']
['street_traffic-lyon-1220-44880.mp4', 'street_traffic']
['bus-lyon-1186-45090.mp4', 'bus']
['metro-lyon-1206-45016.mp4', 'metro']
['street_pedestrian-lisbon-1174-44310.mp4', 'street_pedestrian']
['metro-milan-1218-44764.mp4', 'metro']
['tram-prague-1210-44851.mp4', 'tram']
['airport-prague-1173-45158.mp4', 'airport']
['public_square-lyon-1178-44752.mp4', 'public_square']
['airport-lisbon-1175-44296.mp4', 'airport']
['shopping_mall-prague-1219-45433.mp4', 'shopping_mall']
['park-milan-1164-45041.mp4', 'park']
['street_traffic-lyon-1220-45663.mp4', 'street_traffic']
['park-lyon-1188-44848.mp4', 'park']
['shopping_mall-lisbon-1176-44811.mp4', 'shopping_mall']
['park-helsinki-242-7186.mp4', 'park']
['airport-prague-1195-44435.mp4', 'airport']
['park-barcelona-241-7156.mp4', 'park']
['street_traffic-prague-1193-44766.mp4', 'street_traffic']
['park-prague-1185-44666.mp4', 'park']
['airport-milan-1172-44586.mp4', 'airport']
['metro_station-lyon-1179-44512.mp4', 'metro_station']
['airport-lisbon-1175-45351.mp4', 'airport']
['metro-lisbon-1217-44642.mp4', 'metro']
['street_pedestrian-barcelona-260-7892.mp4', 'street_pedestrian']
['public_square-milan-1168-45071.mp4', 'public_square']
['metro-lyon-1206-44827.mp4', 'metro']
['public_square-prague-1214-45251.mp4', 'public_square']
['metro_station-milan-1187-45636.mp4', 'metro_station']
['street_pedestrian-lyon-1162-45691.mp4', 'street_pedestrian']
['public_square-lyon-1178-45216.mp4', 'public_square']
['metro_station-milan-1187-45415.mp4', 'metro_station']
['tram-milan-1182-44204.mp4', 'tram']
['park-lisbon-1198-44632.mp4', 'park']
['metro_station-milan-1187-45508.mp4', 'metro_station']
['airport-lisbon-1175-45585.mp4', 'airport']
['park-prague-1185-44234.mp4', 'park']
['street_pedestrian-barcelona-260-7898.mp4', 'street_pedestrian']
['tram-lisbon-1200-45048.mp4', 'tram']
['shopping_mall-lyon-1196-45730.mp4', 'shopping_mall']
['airport-prague-1195-44142.mp4', 'airport']
['shopping_mall-prague-1219-45542.mp4', 'shopping_mall']
['tram-prague-1210-44191.mp4', 'tram']
['shopping_mall-barcelona-254-7618.mp4', 'shopping_mall']
['metro_station-lisbon-1221-45315.mp4', 'metro_station']
['park-lyon-1188-44124.mp4', 'park']
['airport-lisbon-1175-45539.mp4', 'airport']
['metro_station-prague-1170-44643.mp4', 'metro_station']
['bus-prague-1215-45607.mp4', 'bus']
['tram-lyon-1225-45138.mp4', 'tram']
['park-barcelona-241-7178.mp4', 'park']
['park-prague-1185-44706.mp4', 'park']
['airport-milan-1172-44567.mp4', 'airport']
['metro_station-milan-1187-45294.mp4', 'metro_station']
['park-lisbon-1198-45215.mp4', 'park']
['metro-lisbon-1224-45017.mp4', 'metro']
['tram-milan-1222-45536.mp4', 'tram']
['tram-prague-1210-45319.mp4', 'tram']
['metro-prague-1163-45123.mp4', 'metro']
['street_pedestrian-milan-1205-44374.mp4', 'street_pedestrian']
['shopping_mall-lisbon-1176-44616.mp4', 'shopping_mall']
['street_pedestrian-prague-1203-45400.mp4', 'street_pedestrian']
['metro-lyon-1201-45026.mp4', 'metro']
['metro_station-prague-1170-45587.mp4', 'metro_station']
['metro-lyon-1206-44395.mp4', 'metro']
['metro_station-lisbon-1221-45115.mp4', 'metro_station']
['metro-lisbon-1199-44394.mp4', 'metro']
['metro-prague-1204-45354.mp4', 'metro']
['street_traffic-milan-1202-45291.mp4', 'street_traffic']
['metro-lyon-1181-45177.mp4', 'metro']
['airport-milan-1172-44205.mp4', 'airport']
['airport-lisbon-1175-44106.mp4', 'airport']
['bus-prague-1207-45333.mp4', 'bus']
['bus-milan-1180-45242.mp4', 'bus']
['public_square-prague-1214-44552.mp4', 'public_square']
['street_pedestrian-prague-1203-44164.mp4', 'street_pedestrian']
['bus-lyon-1177-45494.mp4', 'bus']
['street_pedestrian-milan-1205-44171.mp4', 'street_pedestrian']
['bus-lyon-1177-44159.mp4', 'bus']
['street_traffic-barcelona-268-8144.mp4', 'street_traffic']
['metro-lisbon-1217-44291.mp4', 'metro']
['street_traffic-milan-1202-44996.mp4', 'street_traffic']
['park-prague-1185-45395.mp4', 'park']
['street_traffic-milan-1166-45144.mp4', 'street_traffic']
['tram-lisbon-1200-45219.mp4', 'tram']
['metro-lisbon-1224-44776.mp4', 'metro']
['metro_station-milan-1187-44956.mp4', 'metro_station']
['park-barcelona-241-7164.mp4', 'park']
['metro-milan-1197-45364.mp4', 'metro']
['street_traffic-milan-1166-44421.mp4', 'street_traffic']
['airport-prague-1173-44354.mp4', 'airport']
['tram-lyon-1216-45467.mp4', 'tram']
['shopping_mall-prague-1219-45378.mp4', 'shopping_mall']
['bus-lyon-1186-44629.mp4', 'bus']
['shopping_mall-milan-1183-44718.mp4', 'shopping_mall']
['park-prague-1185-45174.mp4', 'park']
['metro_station-lyon-1179-44293.mp4', 'metro_station']
['tram-lyon-1225-45236.mp4', 'tram']
['public_square-lyon-1178-45031.mp4', 'public_square']
['park-lisbon-1198-44946.mp4', 'park']
['bus-lyon-1186-45007.mp4', 'bus']
['metro-lisbon-1217-44266.mp4', 'metro']
['airport-prague-1195-45265.mp4', 'airport']
['street_pedestrian-milan-1165-44742.mp4', 'street_pedestrian']
['metro_station-lyon-1179-44339.mp4', 'metro_station']
['street_traffic-prague-1193-45346.mp4', 'street_traffic']
['public_square-milan-1168-44954.mp4', 'public_square']
['tram-lisbon-1191-44696.mp4', 'tram']
['airport-lisbon-1175-44708.mp4', 'airport']
['shopping_mall-prague-1219-44371.mp4', 'shopping_mall']
['street_pedestrian-prague-1203-44796.mp4', 'street_pedestrian']
['street_traffic-lyon-1220-44545.mp4', 'street_traffic']
['tram-prague-1189-44720.mp4', 'tram']
['street_pedestrian-prague-1203-45624.mp4', 'street_pedestrian']
['street_traffic-barcelona-268-8140.mp4', 'street_traffic']
['park-lyon-1188-44670.mp4', 'park']
['street_traffic-milan-1166-44580.mp4', 'street_traffic']
['metro_station-lisbon-1221-44508.mp4', 'metro_station']
['street_pedestrian-milan-1165-44255.mp4', 'street_pedestrian']
